timestamp,elapsed_sec,pkg_temp_c,fan_rpm
12:43:45,0,41,1600
12:43:56,10,43,1600
12:44:06,21,42,1600
12:44:16,31,42,1600
12:44:26,41,43,1600
12:44:36,51,43,1600
12:44:46,61,43,1600
12:44:56,71,43,1600
12:45:06,81,43,1600
12:45:16,91,43,1600
12:45:26,101,43,1600
12:45:36,111,43,1600
12:45:46,121,43,1600
12:45:56,131,43,1600
12:46:06,141,44,1600
12:46:16,151,44,1600
12:46:26,161,44,1600
12:46:36,171,44,1600
12:46:46,181,44,1600
12:46:56,191,44,1600
12:47:06,201,44,1600
12:47:16,211,44,1600
12:47:26,221,44,1600
12:47:36,231,44,1600
12:47:46,241,44,1600
12:47:56,251,44,1600
12:48:06,261,44,1600
12:48:16,271,44,1600
12:48:26,281,44,1600
12:48:36,291,44,1600
12:48:46,301,44,1600
12:48:56,311,44,1600
12:49:06,321,44,1600
12:49:16,331,44,1600
12:49:26,341,44,1600
12:49:36,351,44,1600
12:49:47,361,45,1600
12:49:57,372,44,1600
12:50:07,382,45,1600
12:50:17,392,44,1600
12:50:27,402,45,1600
12:50:37,412,45,1600
12:50:47,422,45,1600
12:50:57,432,45,1600
12:51:07,442,45,1600
12:51:17,452,45,1600
12:51:27,462,45,1600
12:51:37,472,45,1600
12:51:47,482,45,1600
12:51:57,492,45,1600
12:52:07,502,45,1600
12:52:17,512,45,1600
12:52:27,522,45,1600
12:52:37,532,45,1600
12:52:47,542,45,1600
12:52:57,552,45,1600
12:53:07,562,45,1600
12:53:17,572,45,1600
12:53:27,582,45,1600
12:53:37,592,45,1600
12:53:47,602,45,1600
12:53:57,612,45,1600
12:54:07,622,45,1600
12:54:17,632,45,1600
12:54:27,642,45,1600
12:54:37,652,45,1600
12:54:47,662,45,1600
12:54:57,672,45,1600
12:55:07,682,45,1600
12:55:18,692,45,1600
12:55:28,703,45,1600
12:55:38,713,45,1600
12:55:48,723,45,1600
12:55:58,733,45,1600
12:56:08,743,45,1600
12:56:18,753,45,1600
12:56:28,763,45,1600
12:56:38,773,45,1600
12:56:48,783,45,1600
12:56:58,793,45,1600
12:57:08,803,45,1600
12:57:18,813,45,1600
12:57:28,823,45,1600
12:57:38,833,45,1600
12:57:48,843,45,1600
12:57:58,853,45,1600
12:58:08,863,45,1600
12:58:18,873,45,1600
12:58:28,883,45,1600
12:58:38,893,45,1600
12:58:48,903,45,1600
12:58:58,913,45,1600
12:59:08,923,45,1600
12:59:18,933,45,1600
12:59:28,943,45,1600
12:59:38,953,45,1600
12:59:48,963,45,1600
12:59:58,973,45,1600
13:00:08,983,45,1600
13:00:18,993,45,1600
13:00:28,1003,45,1600
13:00:38,1013,45,1600
13:00:48,1023,45,1600
13:00:58,1033,45,1600
13:01:09,1044,45,1600
13:01:19,1054,45,1600
13:01:29,1064,45,1600
13:01:39,1074,45,1600
13:01:49,1084,45,1600
13:01:59,1094,45,1600
13:02:09,1104,45,1600
13:02:19,1114,45,1600
13:02:29,1124,45,1600
13:02:39,1134,45,1600
13:02:49,1144,45,1600
13:02:59,1154,45,1600
13:03:09,1164,45,1600
13:03:19,1174,45,1600
13:03:29,1184,45,1600
13:03:39,1194,45,1600
13:03:49,1204,45,1600
13:03:59,1214,45,1600
13:04:09,1224,45,1600
13:04:19,1234,45,1600
13:04:29,1244,45,1600
13:04:39,1254,45,1600
13:04:49,1264,45,1600
13:04:59,1274,45,1600
13:05:09,1284,45,1600
13:05:19,1294,45,1600
13:05:29,1304,45,1600
13:05:39,1314,45,1600
13:05:49,1324,45,1600
13:05:59,1334,45,1600
13:06:09,1344,45,1600
13:06:19,1354,45,1600
13:06:29,1364,45,1600
13:06:39,1374,45,1600
13:06:50,1384,45,1600
13:07:00,1395,45,1600
13:07:10,1405,45,1600
13:07:20,1415,45,1600
13:07:30,1425,45,1600
13:07:40,1435,45,1600
13:07:50,1445,45,1600
13:08:00,1455,45,1600
13:08:10,1465,45,1600
13:08:20,1475,45,1600
13:08:30,1485,45,1600
13:08:40,1495,45,1600
13:08:50,1505,45,1600
13:09:00,1515,45,1600
13:09:10,1525,45,1600
13:09:20,1535,45,1600
13:09:30,1545,45,1600
13:09:40,1555,45,1600
13:09:50,1565,45,1600
13:10:00,1575,45,1600
13:10:10,1585,45,1600
13:10:20,1595,45,1600
13:10:30,1605,45,1600
13:10:40,1615,45,1600
13:10:50,1625,45,1600
13:11:00,1635,45,1600
13:11:10,1645,45,1600
13:11:20,1655,45,1600
13:11:30,1665,45,1600
13:11:40,1675,45,1600
13:11:50,1685,45,1600
13:12:00,1695,45,1600
13:12:10,1705,45,1600
13:12:20,1715,45,1600
13:12:31,1725,45,1600
13:12:41,1736,45,1600
13:12:51,1746,45,1600
13:13:01,1756,45,1600
13:13:11,1766,45,1600
13:13:21,1776,45,1600
13:13:31,1786,45,1600
13:13:41,1796,45,1600
13:13:51,1806,45,1600
