timestamp,elapsed_sec,pkg_temp_c,fan_rpm
13:54:18,0,44,1600
13:54:28,10,44,1600
13:54:38,20,44,1600
13:54:48,30,43,1600
13:54:58,40,43,1600
13:55:08,50,43,1600
13:55:18,60,43,1600
13:55:28,70,43,1600
13:55:38,80,43,1600
13:55:48,90,43,1600
13:55:58,100,42,1600
13:56:08,110,42,1600
13:56:19,120,42,1600
13:56:29,131,42,1600
13:56:39,141,42,1600
13:56:49,151,42,1600
13:56:59,161,42,1600
13:57:09,171,42,1600
13:57:19,181,42,1600
13:57:29,191,42,1600
13:57:39,201,42,1600
13:57:49,211,42,1600
13:57:59,221,42,1600
13:58:09,231,42,1600
13:58:19,241,42,1600
13:58:29,251,42,1600
13:58:39,261,42,1600
13:58:49,271,42,1600
13:58:59,281,42,1600
13:59:09,291,41,1600
13:59:19,301,41,1600
13:59:29,311,41,1600
13:59:39,321,41,1600
13:59:49,331,41,1600
13:59:59,341,41,1600
14:00:09,351,41,1600
14:00:19,361,41,1600
14:00:29,371,41,1600
14:00:39,381,41,1600
14:00:49,391,41,1600
14:00:59,401,41,1600
14:01:09,411,41,1600
14:01:19,421,41,1600
14:01:29,431,41,1600
14:01:39,441,41,1600
14:01:50,452,41,1600
14:02:00,462,41,1600
14:02:10,472,41,1600
14:02:20,482,41,1600
14:02:30,492,41,1600
14:02:40,502,41,1600
14:02:50,512,41,1600
14:03:00,522,41,1600
14:03:10,532,41,1600
14:03:20,542,41,1600
14:03:30,552,41,1600
14:03:40,562,41,1600
14:03:50,572,41,1600
14:04:00,582,41,1600
14:04:10,592,41,1600
