timestamp,elapsed_sec,pkg_temp_c,fan_rpm
13:24:03,0,41,1600
13:24:13,10,42,1600
13:24:23,20,42,1600
13:24:33,30,43,1600
13:24:43,40,43,1600
13:24:53,50,43,1600
13:25:03,60,43,1600
13:25:13,70,43,1600
13:25:23,80,43,1600
13:25:33,90,43,1600
13:25:43,100,43,1600
13:25:53,110,43,1600
13:26:03,120,44,1600
13:26:13,130,43,1600
13:26:23,140,44,1600
13:26:33,150,44,1600
13:26:43,160,44,1600
13:26:53,170,44,1600
13:27:03,180,44,1600
13:27:13,190,44,1600
13:27:23,200,44,1600
13:27:33,210,44,1600
13:27:43,220,44,1600
13:27:53,230,44,1600
13:28:03,240,44,1600
13:28:13,250,44,1600
13:28:23,260,44,1600
13:28:33,270,44,1600
13:28:44,280,44,1600
13:28:54,291,44,1600
13:29:04,301,44,1600
13:29:14,311,44,1600
13:29:24,321,44,1600
13:29:34,331,44,1600
13:29:44,341,44,1600
13:29:54,351,45,1600
13:30:04,361,44,1600
13:30:14,371,45,1600
13:30:24,381,45,1600
13:30:34,391,45,1600
13:30:44,401,45,1600
13:30:54,411,45,1600
13:31:04,421,45,1600
13:31:14,431,45,1600
13:31:24,441,45,1600
13:31:34,451,45,1600
13:31:44,461,45,1600
13:31:54,471,45,1600
13:32:04,481,45,1600
13:32:14,491,45,1600
13:32:24,501,45,1600
13:32:34,511,45,1600
13:32:44,521,45,1600
13:32:54,531,45,1600
13:33:04,541,45,1600
13:33:14,551,45,1600
13:33:24,561,45,1600
13:33:34,571,45,1600
13:33:44,581,45,1600
13:33:54,591,45,1600
13:34:04,601,45,1600
13:34:14,611,45,1600
13:34:25,621,45,1600
13:34:35,632,45,1600
13:34:45,642,45,1600
13:34:55,652,45,1600
13:35:05,662,45,1600
13:35:15,672,45,1600
13:35:25,682,45,1600
13:35:35,692,45,1600
13:35:45,702,45,1600
13:35:55,712,45,1600
13:36:05,722,45,1600
13:36:15,732,45,1600
13:36:25,742,45,1600
13:36:35,752,45,1600
13:36:45,762,45,1600
13:36:55,772,45,1600
13:37:05,782,45,1600
13:37:15,792,45,1600
13:37:25,802,45,1600
13:37:35,812,45,1600
13:37:45,822,45,1600
13:37:55,832,45,1600
13:38:05,842,45,1600
13:38:15,852,45,1600
13:38:25,862,45,1600
13:38:35,872,45,1600
13:38:45,882,45,1600
13:38:55,892,45,1600
13:39:05,902,45,1600
13:39:15,912,45,1600
13:39:25,922,45,1600
13:39:35,932,45,1600
13:39:45,942,45,1600
13:39:55,952,45,1600
13:40:06,962,45,1600
13:40:16,973,45,1600
13:40:26,983,45,1600
13:40:36,993,45,1600
13:40:46,1003,45,1600
13:40:56,1013,45,1600
13:41:06,1023,45,1600
13:41:16,1033,45,1600
13:41:26,1043,45,1600
13:41:36,1053,45,1600
13:41:46,1063,45,1600
13:41:56,1073,45,1600
13:42:06,1083,45,1600
13:42:16,1093,45,1600
13:42:26,1103,45,1600
13:42:36,1113,45,1600
13:42:46,1123,45,1600
13:42:56,1133,45,1600
13:43:06,1143,45,1600
13:43:16,1153,45,1600
13:43:26,1163,45,1600
13:43:36,1173,45,1600
13:43:46,1183,45,1600
13:43:56,1193,45,1600
13:44:06,1203,45,1600
13:44:16,1213,45,1600
13:44:26,1223,45,1600
13:44:36,1233,45,1600
13:44:46,1243,45,1600
13:44:56,1253,45,1600
13:45:06,1263,45,1600
13:45:16,1273,45,1600
13:45:26,1283,45,1600
13:45:36,1293,45,1600
13:45:47,1303,45,1600
13:45:57,1314,45,1600
13:46:07,1324,45,1600
13:46:17,1334,45,1600
13:46:27,1344,45,1600
13:46:37,1354,45,1600
13:46:47,1364,45,1600
13:46:57,1374,45,1600
13:47:07,1384,45,1600
13:47:17,1394,45,1600
13:47:27,1404,45,1600
13:47:37,1414,45,1600
13:47:47,1424,45,1600
13:47:57,1434,45,1600
13:48:07,1444,45,1600
13:48:17,1454,45,1600
13:48:27,1464,45,1600
13:48:37,1474,45,1600
13:48:47,1484,45,1600
13:48:57,1494,45,1600
13:49:07,1504,45,1600
13:49:17,1514,45,1600
13:49:27,1524,45,1600
13:49:37,1534,45,1600
13:49:47,1544,45,1600
13:49:57,1554,45,1600
13:50:07,1564,45,1600
13:50:17,1574,45,1600
13:50:27,1584,45,1600
13:50:37,1594,45,1600
13:50:47,1604,45,1600
13:50:57,1614,45,1600
13:51:07,1624,45,1600
13:51:17,1634,45,1600
13:51:28,1644,45,1600
13:51:38,1655,45,1600
13:51:48,1665,45,1600
13:51:58,1675,45,1600
13:52:08,1685,45,1600
13:52:18,1695,45,1600
13:52:28,1705,45,1600
13:52:38,1715,45,1600
13:52:48,1725,45,1600
13:52:58,1735,45,1600
13:53:08,1745,45,1600
13:53:18,1755,45,1600
13:53:28,1765,45,1600
13:53:38,1775,45,1600
13:53:48,1785,45,1600
13:53:58,1795,45,1600
13:54:08,1805,45,1600
