timestamp,elapsed_sec,pkg_temp_c,fan_rpm
13:14:01,0,44,1600
13:14:11,10,44,1600
13:14:21,20,44,1600
13:14:31,30,44,1600
13:14:41,40,43,1600
13:14:51,50,43,1600
13:15:01,60,43,1600
13:15:11,70,43,1600
13:15:21,80,43,1600
13:15:31,90,43,1600
13:15:41,100,42,1600
13:15:51,110,43,1600
13:16:01,120,42,1600
13:16:11,130,42,1600
13:16:21,140,42,1600
13:16:31,150,42,1600
13:16:41,160,42,1600
13:16:51,170,42,1600
13:17:01,180,42,1600
13:17:11,190,42,1600
13:17:21,200,42,1600
13:17:31,210,42,1600
13:17:42,220,42,1600
13:17:52,231,42,1600
13:18:02,241,42,1600
13:18:12,251,42,1600
13:18:22,261,42,1600
13:18:32,271,42,1600
13:18:42,281,42,1600
13:18:52,291,42,1600
13:19:02,301,42,1600
13:19:12,311,41,1600
13:19:22,321,42,1600
13:19:32,331,42,1600
13:19:42,341,41,1600
13:19:52,351,41,1600
13:20:02,361,42,1600
13:20:12,371,41,1600
13:20:22,381,41,1600
13:20:32,391,41,1600
13:20:42,401,41,1600
13:20:52,411,41,1600
13:21:02,421,41,1600
13:21:12,431,41,1600
13:21:22,441,41,1600
13:21:32,451,41,1600
13:21:42,461,41,1600
13:21:52,471,41,1600
13:22:02,481,41,1600
13:22:12,491,41,1600
13:22:22,501,41,1600
13:22:32,511,41,1600
13:22:42,521,41,1600
13:22:52,531,41,1600
13:23:02,541,41,1600
13:23:12,551,41,1600
13:23:23,561,41,1600
13:23:33,572,41,1600
13:23:43,582,41,1600
13:23:53,592,41,1600
