timestamp,elapsed_sec,pkg_temp_c,fan_rpm
13:28:25,0,44,1600
13:28:35,10,44,1600
13:28:45,20,44,1600
13:28:55,30,44,1600
13:29:05,40,43,1600
13:29:15,50,43,1600
13:29:25,60,43,1600
13:29:35,70,43,1600
13:29:45,80,43,1600
13:29:55,90,43,1600
13:30:05,100,43,1600
13:30:16,110,42,1600
13:30:26,121,42,1600
13:30:36,131,42,1600
13:30:46,141,42,1600
13:30:56,151,42,1600
13:31:06,161,42,1600
13:31:16,171,42,1600
13:31:26,181,42,1600
13:31:36,191,42,1600
13:31:46,201,42,1600
13:31:56,211,42,1600
13:32:06,221,42,1600
13:32:16,231,42,1600
13:32:26,241,42,1600
13:32:36,251,42,1600
13:32:46,261,42,1600
13:32:56,271,42,1600
13:33:06,281,42,1600
13:33:16,291,42,1600
13:33:26,301,41,1600
13:33:36,311,41,1600
13:33:46,321,41,1600
13:33:56,331,41,1600
13:34:06,341,41,1600
13:34:16,351,41,1600
13:34:26,361,41,1600
13:34:36,371,41,1600
13:34:46,381,41,1600
13:34:56,391,41,1600
13:35:06,401,41,1600
13:35:16,411,41,1600
13:35:27,421,41,1600
13:35:37,432,41,1600
13:35:47,442,41,1600
13:35:57,452,41,1600
13:36:07,462,41,1600
13:36:17,472,41,1600
13:36:27,482,41,1600
13:36:37,492,41,1600
13:36:47,502,41,1600
13:36:57,512,41,1600
13:37:07,522,41,1600
13:37:17,532,41,1600
13:37:27,542,41,1600
13:37:37,552,41,1600
13:37:47,562,41,1600
13:37:57,572,41,1600
13:38:07,582,41,1600
13:38:17,592,41,1600
