timestamp,elapsed_sec,pkg_temp_c,fan_rpm
12:58:10,0,41,1600
12:58:20,10,43,1600
12:58:30,20,43,1600
12:58:40,30,43,1600
12:58:50,40,43,1600
12:59:00,50,43,1600
12:59:10,60,43,1600
12:59:20,70,43,1600
12:59:30,80,43,1600
12:59:40,90,43,1600
12:59:50,100,43,1600
13:00:00,110,44,1600
13:00:10,120,44,1600
13:00:20,130,44,1600
13:00:30,140,44,1600
13:00:40,150,44,1600
13:00:50,160,44,1600
13:01:00,170,44,1600
13:01:10,180,44,1600
13:01:20,190,44,1600
13:01:31,201,44,1600
13:01:41,211,44,1600
13:01:51,221,44,1600
13:02:01,231,44,1600
13:02:11,241,44,1600
13:02:21,251,44,1600
13:02:31,261,44,1600
13:02:41,271,44,1600
13:02:51,281,44,1600
13:03:01,291,44,1600
13:03:11,301,44,1600
13:03:21,311,44,1600
13:03:31,321,44,1600
13:03:41,331,44,1600
13:03:51,341,45,1600
13:04:01,351,44,1600
13:04:11,361,44,1600
13:04:21,371,45,1600
13:04:31,381,45,1600
13:04:41,391,45,1600
13:04:51,401,45,1600
13:05:01,411,45,1600
13:05:11,421,45,1600
13:05:21,431,45,1600
13:05:31,441,45,1600
13:05:41,451,45,1600
13:05:51,461,45,1600
13:06:01,471,45,1600
13:06:11,481,45,1600
13:06:21,491,45,1600
13:06:31,501,45,1600
13:06:41,511,45,1600
13:06:51,521,45,1600
13:07:01,531,45,1600
13:07:11,541,45,1600
13:07:21,551,45,1600
13:07:31,561,45,1600
13:07:42,571,45,1600
13:07:52,582,45,1600
13:08:02,592,45,1600
13:08:12,602,45,1600
13:08:22,612,45,1600
13:08:32,622,45,1600
13:08:42,632,45,1600
13:08:52,642,45,1600
13:09:02,652,45,1600
13:09:12,662,45,1600
13:09:22,672,45,1600
13:09:32,682,45,1600
13:09:42,692,45,1600
13:09:52,702,45,1600
13:10:02,712,45,1600
13:10:12,722,45,1600
13:10:22,732,45,1600
13:10:32,742,45,1600
13:10:42,752,45,1600
13:10:52,762,45,1600
13:11:02,772,45,1600
13:11:12,782,45,1600
13:11:22,792,45,1600
13:11:32,802,45,1600
13:11:42,812,45,1600
13:11:52,822,45,1600
13:12:02,832,45,1600
13:12:12,842,45,1600
13:12:22,852,45,1600
13:12:32,862,45,1600
13:12:42,872,45,1600
13:12:52,882,45,1600
13:13:02,892,45,1600
13:13:12,902,45,1600
13:13:22,912,45,1600
13:13:32,922,45,1600
13:13:42,932,45,1600
13:13:53,942,45,1600
13:14:03,953,45,1600
13:14:13,963,45,1600
13:14:23,973,45,1600
13:14:33,983,45,1600
13:14:43,993,45,1600
13:14:53,1003,45,1600
13:15:03,1013,45,1600
13:15:13,1023,45,1600
13:15:23,1033,45,1600
13:15:33,1043,45,1600
13:15:43,1053,45,1600
13:15:53,1063,45,1600
13:16:03,1073,45,1600
13:16:13,1083,45,1600
13:16:23,1093,45,1600
13:16:33,1103,45,1600
13:16:43,1113,45,1600
13:16:53,1123,45,1600
13:17:03,1133,45,1600
13:17:13,1143,45,1600
13:17:23,1153,45,1600
13:17:33,1163,45,1600
13:17:43,1173,45,1600
13:17:53,1183,45,1600
13:18:03,1193,45,1600
13:18:13,1203,45,1600
13:18:23,1213,45,1600
13:18:33,1223,45,1600
13:18:43,1233,45,1600
13:18:53,1243,45,1600
13:19:03,1253,45,1600
13:19:13,1263,45,1600
13:19:23,1273,45,1600
13:19:34,1283,45,1600
13:19:44,1294,45,1600
13:19:54,1304,45,1600
13:20:04,1314,45,1600
13:20:14,1324,45,1600
13:20:24,1334,45,1600
13:20:34,1344,45,1600
13:20:44,1354,45,1600
13:20:54,1364,45,1600
13:21:04,1374,45,1600
13:21:14,1384,45,1600
13:21:24,1394,45,1600
13:21:34,1404,45,1600
13:21:44,1414,45,1600
13:21:54,1424,45,1600
13:22:04,1434,45,1600
13:22:14,1444,45,1600
13:22:24,1454,45,1600
13:22:34,1464,45,1600
13:22:44,1474,45,1600
13:22:54,1484,45,1600
13:23:04,1494,45,1600
13:23:14,1504,45,1600
13:23:24,1514,45,1600
13:23:34,1524,45,1600
13:23:44,1534,45,1600
13:23:54,1544,45,1600
13:24:04,1554,45,1600
13:24:14,1564,45,1600
13:24:24,1574,45,1600
13:24:34,1584,45,1600
13:24:44,1594,45,1600
13:24:54,1604,45,1600
13:25:05,1614,45,1600
13:25:15,1625,45,1600
13:25:25,1635,45,1600
13:25:35,1645,45,1600
13:25:45,1655,45,1600
13:25:55,1665,45,1600
13:26:05,1675,45,1600
13:26:15,1685,45,1600
13:26:25,1695,45,1600
13:26:35,1705,45,1600
13:26:45,1715,45,1600
13:26:55,1725,45,1600
13:27:05,1735,45,1600
13:27:15,1745,45,1600
13:27:25,1755,45,1600
13:27:35,1765,45,1600
13:27:45,1775,45,1600
13:27:55,1785,45,1600
13:28:05,1795,45,1600
13:28:15,1805,45,1600
