timestamp,elapsed_sec,pkg_temp_c,fan_rpm
12:17:53,0,41,1600
12:18:03,10,43,1600
12:18:13,20,42,1600
12:18:23,30,43,1600
12:18:33,40,43,1600
12:18:43,50,43,1600
12:18:53,60,43,1600
12:19:03,70,43,1600
12:19:13,80,43,1600
12:19:23,90,43,1600
12:19:33,100,43,1600
12:19:43,110,44,1600
12:19:53,120,44,1600
12:20:03,130,44,1600
12:20:13,140,44,1600
12:20:23,150,44,1600
12:20:33,160,44,1600
12:20:43,170,44,1600
12:20:53,180,44,1600
12:21:03,190,44,1600
12:21:13,200,44,1600
12:21:23,210,44,1600
12:21:33,220,44,1600
12:21:43,230,44,1600
12:21:53,240,45,1600
12:22:03,250,45,1600
12:22:13,260,45,1600
12:22:23,270,45,1600
12:22:33,280,45,1600
12:22:43,290,45,1600
12:22:53,300,45,1600
12:23:03,310,45,1600
12:23:13,320,45,1600
12:23:24,330,45,1600
12:23:34,341,45,1600
12:23:44,351,45,1600
12:23:54,361,45,1600
12:24:04,371,45,1600
12:24:14,381,45,1600
12:24:24,391,45,1600
12:24:34,401,45,1600
12:24:44,411,45,1600
12:24:54,421,45,1600
12:25:04,431,45,1600
12:25:14,441,45,1600
12:25:24,451,45,1600
12:25:34,461,45,1600
12:25:44,471,45,1600
12:25:54,481,45,1600
12:26:04,491,45,1600
12:26:14,501,45,1600
12:26:24,511,45,1600
12:26:34,521,45,1600
12:26:44,531,45,1600
12:26:54,541,46,1600
12:27:04,551,45,1600
12:27:14,561,46,1600
12:27:24,571,45,1600
12:27:34,581,45,1600
12:27:44,591,45,1600
12:27:54,601,46,1600
12:28:04,611,46,1600
12:28:14,621,46,1600
12:28:24,631,46,1600
12:28:34,641,46,1600
12:28:44,651,46,1600
12:28:54,661,46,1600
12:29:05,671,46,1600
12:29:15,682,46,1600
12:29:25,692,46,1600
12:29:35,702,46,1600
12:29:45,712,46,1600
12:29:55,722,46,1600
12:30:05,732,46,1600
12:30:15,742,46,1600
12:30:25,752,46,1600
12:30:35,762,46,1600
12:30:45,772,46,1600
12:30:55,782,46,1600
12:31:05,792,46,1600
12:31:15,802,46,1600
12:31:25,812,46,1600
12:31:35,822,46,1600
12:31:45,832,46,1600
12:31:55,842,46,1600
12:32:05,852,46,1600
12:32:15,862,46,1600
12:32:25,872,46,1600
12:32:35,882,46,1600
12:32:45,892,46,1600
12:32:55,902,46,1600
12:33:05,912,46,1600
12:33:15,922,46,1600
12:33:25,932,46,1600
12:33:35,942,46,1600
12:33:45,952,46,1600
12:33:55,962,46,1600
12:34:05,972,46,1600
12:34:15,982,46,1600
12:34:25,992,46,1600
12:34:35,1002,46,1600
12:34:46,1012,46,1600
12:34:56,1023,46,1600
12:35:06,1033,46,1600
12:35:16,1043,46,1600
12:35:26,1053,46,1600
12:35:36,1063,46,1600
12:35:46,1073,46,1600
12:35:56,1083,46,1600
12:36:06,1093,46,1600
12:36:16,1103,46,1600
12:36:26,1113,46,1600
12:36:36,1123,46,1600
12:36:46,1133,46,1600
12:36:56,1143,46,1600
12:37:06,1153,46,1600
12:37:16,1163,46,1600
12:37:26,1173,46,1600
12:37:36,1183,46,1600
12:37:46,1193,46,1600
12:37:56,1203,46,1600
12:38:06,1213,46,1600
12:38:16,1223,46,1600
12:38:26,1233,46,1600
12:38:36,1243,46,1600
12:38:46,1253,46,1600
12:38:56,1263,46,1600
12:39:06,1273,46,1600
12:39:16,1283,46,1600
12:39:26,1293,46,1600
12:39:36,1303,46,1600
12:39:46,1313,46,1600
12:39:56,1323,46,1600
12:40:06,1333,46,1600
12:40:16,1343,46,1600
12:40:26,1353,46,1600
12:40:37,1364,46,1600
12:40:47,1374,46,1600
12:40:57,1384,46,1600
12:41:07,1394,46,1600
12:41:17,1404,46,1600
12:41:27,1414,46,1600
12:41:37,1424,46,1600
12:41:47,1434,46,1600
12:41:57,1444,46,1600
12:42:07,1454,46,1600
12:42:17,1464,46,1600
12:42:27,1474,46,1600
12:42:37,1484,46,1600
12:42:47,1494,46,1600
12:42:57,1504,46,1600
12:43:07,1514,46,1600
12:43:17,1524,46,1600
12:43:27,1534,46,1600
12:43:37,1544,46,1600
12:43:47,1554,46,1600
12:43:57,1564,46,1600
12:44:07,1574,46,1600
12:44:17,1584,46,1600
12:44:27,1594,46,1600
12:44:37,1604,46,1600
12:44:47,1614,46,1600
12:44:57,1624,46,1600
12:45:07,1634,46,1600
12:45:17,1644,46,1600
12:45:27,1654,46,1600
12:45:37,1664,46,1600
12:45:47,1674,46,1600
12:45:57,1684,46,1600
12:46:07,1694,46,1600
12:46:18,1705,46,1600
12:46:28,1715,46,1600
12:46:38,1725,46,1600
12:46:48,1735,46,1600
12:46:58,1745,46,1600
12:47:08,1755,46,1600
12:47:18,1765,46,1600
12:47:28,1775,46,1600
12:47:38,1785,46,1600
12:47:48,1795,46,1600
12:47:58,1805,46,1600
